date,cstore,store,name,address,city,zipcode,store_location,county_number,county,category,category_name,vendor_no,vendor,item,description,pack,liter_size,state_btl_cost,btl_price,bottle_qty,total
2014-11-25,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1031200,FLAVORED VODKA,380,Phillips Beverage Company,41698,Uv Ivory (vanilla) Vodka,12,750,6.25,9.5,2,19
2014-02-27,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1031200,FLAVORED VODKA,380,Phillips Beverage Company,41701,Uv Orange Vodka,12,750,6.5,9.74,2,19.48
2014-01-30,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1031200,FLAVORED VODKA,380,Phillips Beverage Company,41704,Uv Red (cherry) Vodka,12,750,6.5,9.74,12,116.88
2014-09-25,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1031200,FLAVORED VODKA,380,Phillips Beverage Company,41704,Uv Red (cherry) Vodka,12,750,6.5,9.75,12,117
2014-05-15,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1031200,FLAVORED VODKA,380,Phillips Beverage Company,41704,Uv Red (cherry) Vodka,12,750,6.25,9.49,12,113.88
2014-09-11,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1031200,FLAVORED VODKA,380,Phillips Beverage Company,41705,Uv Red (cherry) Vodka,12,1000,7.5,11.25,12,135
2014-08-21,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1031200,FLAVORED VODKA,260,Diageo Americas,41715,Smirnoff Cranberry Vodka,12,750,8.25,12.38,3,37.14
2014-06-26,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1031200,FLAVORED VODKA,260,Diageo Americas,41747,Smirnoff Citrus Vodka,12,1000,9.25,13.87,12,166.44
2014-03-20,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1031200,FLAVORED VODKA,260,Diageo Americas,41787,Smirnoff Orange Vodka,12,1000,9.25,13.87,12,166.44
2014-05-01,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1031200,FLAVORED VODKA,260,Diageo Americas,41796,Smirnoff Raspberry Vodka,12,750,8.25,12.37,3,37.11
2014-01-30,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1031200,FLAVORED VODKA,260,Diageo Americas,41797,Smirnoff Raspberry Vodka,12,1000,9.25,13.87,2,27.74
2014-02-13,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1101100,AMERICAN ALCOHOL,434,Luxco-St Louis,41846,Everclear Alcohol,12,750,8.75,13.13,4,52.52
2014-08-21,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1031200,FLAVORED VODKA,380,Phillips Beverage Company,41857,Uv Cherry Red Vodka Mini,6,500,4.89,7.34,1,7.34
2014-03-20,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1031200,FLAVORED VODKA,260,Diageo Americas,41922,Smirnoff Peach Vodka,12,750,8.25,12.37,12,148.44
2014-09-25,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1062300,FLAVORED RUM,370,Pernod Ricard USA/Austin Nichols,42312,Malibu Red,12,750,8.49,12.74,12,152.88
2014-02-20,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1062300,FLAVORED RUM,370,Pernod Ricard USA/Austin Nichols,42699,Malibu Mango Rum,12,750,7.5,11.24,2,22.48
2014-09-25,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1062300,FLAVORED RUM,370,Pernod Ricard USA/Austin Nichols,42716,Malibu Coconut Rum,12,750,7.49,11.24,36,404.64
2014-11-20,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1062300,FLAVORED RUM,370,Pernod Ricard USA/Austin Nichols,42716,Malibu Coconut Rum,12,750,7.49,11.24,60,674.4
2015-01-08,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1062300,FLAVORED RUM,370,Pernod Ricard USA/Austin Nichols,42717,Malibu Coconut Rum,12,1000,10.49,15.74,24,377.76
2014-11-06,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1062300,FLAVORED RUM,370,Pernod Ricard USA/Austin Nichols,42717,Malibu Coconut Rum,12,1000,10.49,15.74,24,377.76
2015-01-22,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1062300,FLAVORED RUM,370,Pernod Ricard USA/Austin Nichols,42717,Malibu Coconut Rum,12,1000,10.49,15.74,24,377.76
2014-01-02,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1062300,FLAVORED RUM,370,Pernod Ricard USA/Austin Nichols,42717,Malibu Coconut Rum,12,1000,10,14.99,12,179.88
2014-04-10,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1062300,FLAVORED RUM,370,Pernod Ricard USA/Austin Nichols,42717,Malibu Coconut Rum,12,1000,10.49,15.74,36,566.64
2014-02-06,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1062300,FLAVORED RUM,370,Pernod Ricard USA/Austin Nichols,42717,Malibu Coconut Rum,12,1000,10,14.99,24,359.76
2014-04-03,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1062300,FLAVORED RUM,370,Pernod Ricard USA/Austin Nichols,42717,Malibu Coconut Rum,12,1000,10.49,15.74,12,188.88
2014-09-18,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1062300,FLAVORED RUM,370,Pernod Ricard USA/Austin Nichols,42717,Malibu Coconut Rum,12,1000,10.49,15.74,36,566.64
2014-10-02,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1062300,FLAVORED RUM,370,Pernod Ricard USA/Austin Nichols,42717,Malibu Coconut Rum,12,1000,10.49,15.74,24,377.76
2014-10-09,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1062300,FLAVORED RUM,370,Pernod Ricard USA/Austin Nichols,42717,Malibu Coconut Rum,12,1000,10.49,15.74,24,377.76
2014-05-01,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1062300,FLAVORED RUM,370,Pernod Ricard USA/Austin Nichols,42717,Malibu Coconut Rum,12,1000,10.49,15.74,12,188.88
2014-04-03,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1062310,SPICED RUM,259,Heaven Hill Distilleries Inc.,43026,Admiral Nelson Spiced Rum,12,750,5.78,8.67,12,104.04
2014-03-20,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1062310,SPICED RUM,259,Heaven Hill Distilleries Inc.,43026,Admiral Nelson Spiced Rum,12,750,5.78,8.67,12,104.04
2014-02-13,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1062310,SPICED RUM,259,Heaven Hill Distilleries Inc.,43026,Admiral Nelson Spiced Rum,12,750,5.78,8.67,12,104.04
2014-01-23,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1062310,SPICED RUM,259,Heaven Hill Distilleries Inc.,43026,Admiral Nelson Spiced Rum,12,750,5.78,8.67,12,104.04
2014-01-23,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1062310,SPICED RUM,259,Heaven Hill Distilleries Inc.,43027,Admiral Nelson Spiced Rum,12,1000,7.28,10.92,48,524.16
2014-08-14,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1062310,SPICED RUM,259,Heaven Hill Distilleries Inc.,43027,Admiral Nelson Spiced Rum,12,1000,7.28,10.92,12,131.04
2014-04-24,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1062310,SPICED RUM,259,Heaven Hill Distilleries Inc.,43027,Admiral Nelson Spiced Rum,12,1000,7.28,10.92,12,131.04
2014-04-24,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1062310,SPICED RUM,259,Heaven Hill Distilleries Inc.,43027,Admiral Nelson Spiced Rum,12,1000,7.28,10.92,12,131.04
2014-02-20,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1062310,SPICED RUM,259,Heaven Hill Distilleries Inc.,43027,Admiral Nelson Spiced Rum,12,1000,7.28,10.92,12,131.04
2014-09-11,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,35,"Bacardi U.S.A., Inc.",43031,Bacardi Gold Rum Mini,12,500,5.54,8.31,2,16.62
2014-02-27,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,35,"Bacardi U.S.A., Inc.",43037,Bacardi Gold Rum,12,1000,9.43,14.14,12,169.68
2014-09-11,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,35,"Bacardi U.S.A., Inc.",43037,Bacardi Gold Rum,12,1000,9.5,14.25,12,171
2014-01-23,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1062300,FLAVORED RUM,35,"Bacardi U.S.A., Inc.",43050,Bacardi Dragon Berry,12,1000,10.24,15.35,12,184.2
2014-05-15,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1062300,FLAVORED RUM,35,"Bacardi U.S.A., Inc.",43050,Bacardi Dragon Berry,12,1000,9.24,14.35,12,172.2
2014-05-01,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1062300,FLAVORED RUM,35,"Bacardi U.S.A., Inc.",43050,Bacardi Dragon Berry,12,1000,9.24,14.35,12,172.2
2014-07-17,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1062300,FLAVORED RUM,35,"Bacardi U.S.A., Inc.",43050,Bacardi Dragon Berry,12,1000,10.24,15.36,12,184.32
2014-10-16,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1062300,FLAVORED RUM,259,Heaven Hill Distilleries Inc.,43076,Admiral Nelson Coconut Rum,12,750,5.78,8.67,12,104.04
2014-10-30,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1062300,FLAVORED RUM,259,Heaven Hill Distilleries Inc.,43076,Admiral Nelson Coconut Rum,12,750,5.78,8.67,12,104.04
2014-01-30,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1062300,FLAVORED RUM,35,"Bacardi U.S.A., Inc.",43117,Bacardi O,12,1000,10.24,15.35,12,184.2
2014-08-21,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1062300,FLAVORED RUM,35,"Bacardi U.S.A., Inc.",43117,Bacardi O,12,1000,10.24,15.36,12,184.32
2014-04-17,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1062300,FLAVORED RUM,35,"Bacardi U.S.A., Inc.",43117,Bacardi O,12,1000,10.24,15.35,12,184.2
2014-04-10,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,35,"Bacardi U.S.A., Inc.",43121,Bacardi Superior Rum Mini,12,500,5.54,8.31,1,8.31
2014-05-08,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,35,"Bacardi U.S.A., Inc.",43126,Bacardi Superior Rum,12,750,8,12,12,144
2014-02-20,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,35,"Bacardi U.S.A., Inc.",43126,Bacardi Superior Rum,12,750,7.54,11.31,12,135.72
2014-09-04,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,35,"Bacardi U.S.A., Inc.",43126,Bacardi Superior Rum,12,750,8,12,12,144
2015-01-08,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,35,"Bacardi U.S.A., Inc.",43126,Bacardi Superior Rum,12,750,8,12,12,144
2014-01-16,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,35,"Bacardi U.S.A., Inc.",43127,Bacardi Superior Rum,12,1000,8.93,13.64,24,327.36
2014-09-18,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,35,"Bacardi U.S.A., Inc.",43127,Bacardi Superior Rum,12,1000,9.5,14.25,24,342
2014-03-06,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,35,"Bacardi U.S.A., Inc.",43127,Bacardi Superior Rum,12,1000,9.43,14.14,24,339.36
2014-11-25,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,35,"Bacardi U.S.A., Inc.",43127,Bacardi Superior Rum,12,1000,9.5,14.25,24,342
2014-07-17,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,35,"Bacardi U.S.A., Inc.",43127,Bacardi Superior Rum,12,1000,9.5,14.25,24,342
2014-03-20,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,35,"Bacardi U.S.A., Inc.",43127,Bacardi Superior Rum,12,1000,9.43,14.14,24,339.36
2014-10-02,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1062300,FLAVORED RUM,35,"Bacardi U.S.A., Inc.",43137,Bacardi Limon,12,1000,10.5,15.75,24,378
2014-05-01,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1062300,FLAVORED RUM,35,"Bacardi U.S.A., Inc.",43137,Bacardi Limon,12,1000,9.5,14.75,12,177
2014-11-20,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1062300,FLAVORED RUM,35,"Bacardi U.S.A., Inc.",43137,Bacardi Limon,12,1000,10.5,15.75,12,189
2014-01-02,,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7,Black Hawk,1062300,FLAVORED RUM,35,"Bacardi U.S.A., Inc.",43137,Bacardi Limon,12,1000,10.24,15.35,12,184.2
